ko	en
완전히 폐차 처리해 주어야 해요.	The car needs to be scrapped completely.
 한 명의 일행이 더 있습니다 .	And there is one other party.
당신이 심심할 때 쪽지 보내 주세요.	Please send me a message when you feel bored.
이전에 송부하였던 자료를 참조하세요.	Refer to the documents that I have sent earlier.
소비세까지 합쳐서 309엔입니다.	It's 309 yen including consumption tax.
왜 당신은 항상 제 마음속에 있나요?	Why are you always in my mind?
나는 과제 해주는 로봇이 있었으면 좋겠다고 생각합니다.	I wish there was a robot that can do my homework for me.
우리나라 문화와 필리핀 문화의 차이점과 공통점을 알게 되었습니다.	We came to know the commons and differences between our and Philippine cultures.
나는 내일 화산과 용암을 볼 거야.	I will see lava and volcano tomorrow.
당신이 언급한 것처럼 누전 차단 기능은 삭제해 주시기 바랍니다.	Please delete the ground fault circuit interrupter function as you mentioned.
저희랑 같이 전시회에 참석하시겠어요?	Would you like to attend the exhibition with us?
항상 저는 한 가지씩 준비하고 청소하고 있어요.	I always clean and prepare one thing at once.
이 두 개의 카메라는 케이스가 없어.	These two cameras didn't have any case.
일본의 화려한 건축양식을 감상할 수 있다고 합니다.	It's said that you can appreciate Japan's spectacular architecture style.
저는 당신 회사의 제품 판매 대리점 개설을 원해요.	I want your company to open a retail store that sells our products.
마닐라 도착 후 냉장창고나 냉동창고 가격은 똑같다는 것을 알았어요.	After arriving in Manila, I found out the prices for fridges and freezers are the same.
무궁화는 대한민국을 상징하는 꽃이야.	A rose of Sharon is a flower that symbolizes the republic of Korea.
그곳을 좋아하고 친구들도 있어요.	I like that place and friends are also there too.
필리핀에서 한국으로 온 지 4년 된 사람 있어요?	Is there anyone who moved into Korea from the Philippine 4years ago?
그 영화의 더빙은 잘되지 않았어요.	The dubbing of the film was not good.
이 건에 대해 귀하의 긍정적인 답변을 부탁합니다.	We will contact you when this case is up for auction.
룸메이트와 함께 기숙사에 살고 있어요.	I am living in dorms with a roommate.
네, 전화번호는 032-743-2220번입니다.	Yes, the phone number is 032-743-2202.
기다리면 좋은 사람이 생길 거예요.	You will meet someone nice someday.
파손 시 손해 배상은 보험을 별도로 가입해야 합니다.	Separate insurance application is required for the redemption in cases of damaged goods.
일주일에 피아노 레슨 몇 번 받아요?	How many piano lessons do you take a week?
친구의 여자친구는 필리핀 사람이에요.	My friend's girlfriend is Filipino.
나는 현재 학업과 외국인 들의 만남을 병행해야 해요.	I have to carry out studying and meeting some foreign people at the same time.
먼저 점심부터 먹고 생각해 봐야겠어.	I should think about it again after lunch.
내일 저녁 2장을 예약하고 싶은데요.	I'd like to book 2 tickets for tomorrow evening, please.
나는 그 영화를 5번 이상 봤어요.	I've seen that movie 5 times.
지하는 거대한 열과 압력의 에너지를 품고 있습니다.	The basement has massive heat and pressure energy.
이메일은 제한된 용량을 가지고 있어요.	This email account has a limited capacity.
한참을 먹고 난 후 우리는 다시 버스를 타고 부평 역에 왔어요.	After gorging ourselves silly, we took the bus back to Bupyeong station.
나는 여기 현장 사람들에게 상을 주려고 계획하고 있어.	I'm planning to give awards to the workers here.
한 달에 500달러는 들지 않겠어요.	That'll probably cost 500 dollars a month.
마음이 따뜻해지는 봄으로 행복하게 만들어준다.	Spring is a heart-warming season that brings happiness.
저도 그 소식에 정말 충격받았어요.	I was shocked a lot by the news too.
내 말을 이해하지 못한 거 같아요.	I think you did not understand what I'd said.
나는 배달원에게 돈을 줬을 거예요.	I must have paid to the delivery man.
시간이 더 필요하다면 알려주기 바랄게요.	If you need more time, let me know.
생각하고 난 후에 문자 하세요.	Send a message to me after thinking.
이 문제에 대해서는 나의 더 많은 노력이 필요한 것 같습니다.	I think I need to work more on this issue.
나는 매출 채권 추정을 계산했어요.	I calculated the estimated accounts receivable.
누구나 좋아하고 인기 있는 게임을 만들어 보고 싶어.	I want to make a famous game that everyone likes.
내가 우리 팀의 이사님을 소개해드릴게요.	Let me introduce the director of our team.
소재와 부자재 선택에 대한 높은 기준을 가지고 있습니다.	We have a high standard for selecting materials and subsidiary materials.
저는 그녀와 불륜 관계를 맺었습니다.	I had an extramarital relationship with her.
도표를 사용해서 주제에 대해 더 이해할 수 있었다.	I am worried that I won't be able to understand due to my poor English, so please send an email.
이것은 예로부터 전해져 오는 노래예요.	This is the song that has come down from the past.
아뇨, 그는 결혼할 사람은 아니에요.	No, he's not someone to marry.
두 번째로 하고 싶은 직업이 생겼어요.	I have got a job that I want to have for the second time.
내구성이 강해 식기세척기에 사용해도 늘 새것같아.	You go shopping very often although you look cool and pretty without doing so.
이곳 #탄금호#에서는 조정 경기가 자주 열리나요?	How frequently is the rowing game held in this place #Tangeumho Lake#?
관련 서류 함께 동봉하니 확인해 봐.	I enclose related papers so check on it.
언어를 사용해서 자신의 욕구나 의도를 표현해요.	Through Pansori, the governors and the subordinates adjusted their opinions.
사진상으로 볼 때는 네가 주문한 제품이 맞는 것 같아.	The product in the picture looks like the one that you ordered.
25일에 한국으로 돌아올 겁니다.	I'm coming back to Korea on the 25th.
그 시간 이후부터 총 3년 간 그 사람만을 사랑하겠습니다.	I will love only this person for three years after now.
한국인한테서 마늘 냄새가 나나요?	Do Koreans smell like garlic?
공원에서 보통 어떠한 활동을 하나요?	What kind of activity do you usually do in the park?
어제보다 나은 교사가 되는 것이에요.	It's to become a better teacher than yesterday.
젊음을 지키는 비타민C 500밀리그램입니다.	This is VitaminC 500-milligram to keep your youth.
그녀의 겸손한 자세에 점수를 줬어요.	I gave credit for her modest attitude.
우리는 그 다리 주변으로 우회했어요.	We took a detour around the bridge.
학생의 부족한 영어 실력을 더 많이 채워 줄 수 있습니다.	I can help students improve their poor English ability.
여기에 게스트가 찾으러 올 거예요.	The guest will come here to find it.
북경오리, 훠궈, 양장피, 짜장면, 탕수육 등을 판매해요.	We are selling Beijing-style Duck, Hot pots, Assorted Seafood and Vegetables with Mustard Sauce, Black soybean noodles and sweet and sour pork.
추가로 궁금한 내용을 정리해서 메일 보내겠습니다.	I will e-mail you after organizing additional questions.
함께 일을 할 때 피해를 주는 사람.	Someone who bothers when worked together with.
오히려 솔직한 느낌을 그대로 표현하는 것이 좋아요.	I think we should express our honest feelings.
이 드라마는 대부분 한국 사람들도 좋아해요.	This drama is favorably received by Koreans too.
몸매관리를 하는 젊은 여성들에게는 식사 대용 음료입니다.	It's a meal substitution drink for young women who are on a diet.
나는 독일 프랑크푸르트에서 태어났어요.	I was born in Frankfurt, Germany.
 고등학교 동창 친구를 만났어.	And I met one of my high school schoolmates.
그들은 준비한 것을 발표하고 그는 몇 가지를 추가했어요.	They presented what they had prepared, and he added a few things.
열심히 기술을 배우고 있을 거예요.	They must be learning the skills hard.
당신이 요청한 데로 코드를 2234로 변경해야 합니까?	Do I have to change the code to 2234 as you requested?
이 문제를 향해 크리스천들은 어떻게 반응해야 할까?	How should Christians react to this problem?
죄송하지만 한국 우체국 사정상 인도네시아 배송은 어렵습니다.	We are sorry but with the condition of the Korean post office, it's difficult to ship to Indonesia.
옥스퍼드 대학교에는 해리 포터에 나왔던 연회장이 있습니다.	At Oxford University, here's the banquet room that was featured in Harry Potter.
