id,qid1,qid2,question1,question2,is_duplicate
5373,10745,10746,좋아하는 사람 프사랑 비슷한 거 걸어?,좋아하는 사람에 대한 관심을 끄는 방법이 뭐가 있을까.,1
5374,10747,10748,좋아하는 사람에 대한 미련이 아직 남은걸까.,좋아하는 사람에게 편지를 쓴다는것. 효과적일까?,1
5375,10749,10750,좋아하는 사람에 대한 생각 비우는 방법 좀 알려줘요.,좋아하는 사람을 싫어하는 척하고 있는데 우울해.,1
5376,10751,10752,좋아하는 사람에 대한 예의가 없는 것 같아.,좋아하는 사람을 원망하게 될 것 같아.,1
5377,10753,10754,좋아하는 사람에 대해 착각만하게 되는 내 자신이 싫어.,좋아하는 사람의 심리를 모르겠어.,1
5378,10755,10756,좋아하는 사람에게 요리를 해주면 좋아할까?,좋아하는 사람의 호감을 살 수 있는 방법이 뭐가 있을까.,1
5379,10757,10758,좋아하는 사람이 거짓말을 하면 어떡하죠.,좋아하는 사람이 너무 철벽치는데 계속 다가가도 될까?,1
5380,10759,10760,좋아하는 사람이 고쳤줬으면 하는 거 말해도 될까?,좋아하는 사람이 다른 사람을 좋아한대. 살기 싫다.,1
5381,10761,10762,좋아하는 사람이 나를 부담스러워해.,좋아하는 사람이 다른 여자 얘기하는게 너무 가슴 아파요.,1
5382,10763,10764,좋아하는 사람이 나한테 먼저 연락오게 하는 방법?,좋아하는 사람한테 먼저 연락 오게 하는 방법?,0
5383,10765,10766,좋아하는 사람이 날 너무 편하게 생각해.,좋아하는 사람이 날 너무 편하게 생각해.,0
5384,10767,10768,좋아하는 사람이 날 싫어해서 죽고 싶어.,그 사람이 날 싫어해서 죽고 싶어.,0
5385,10769,10770,좋아하는 사람이 너무 냉정한데.,좋아하는 사람이 너무 냉정한데.,0
5386,10771,10772,좋아하는 사람이 너무 예뻐,좋아하는 사람이 너무 예뻐,0
5387,10773,10774,좋아하는 사람이 너무 잘생겼어,좋아하는 사람이 너무 잘생겼어,0
5388,10775,10776,좋아하는 사람이 단톡에서 다른 남자한테 관심 있는 것 같이 보여요.,좋아하는 사람이 단둘이 있는 걸 부담스러워해요.,1
5389,10777,10778,좋아하는 사람이 말한 이상형이랑 나랑 너무 다른데.,좋아하는 사람이 연애에 관심이 없는 거 같애,1
5390,10779,10780,좋아하는 사람이 부담스러워할까봐 친구들 여럿이서 보는데.,좋아하는 사람이 외국인인데 날 부담스러워하진 않을까?,1
5391,10781,10782,좋아하는 사람이 생기면 좋을 줄 알았는데 우울하기만 해.,좋아하는 사람이 인기가 많은데 남친이 없어.,1
5392,10783,10784,좋아하는 사람이 쓰레기면 어떻게 할꺼야?,좋아하는 사람이 인기는 많은데 여친이 없어. 왜 그럴까?,1
5393,10785,10786,좋아하는 사람이 여러명인데 괜찮겠지.,좋아하는 사람이 여러명인데 괜찮겠지.,0
5394,10787,10788,좋아하는 사람이 있는데 고백하는 건 싫어요.,좋아하는 사람이 있는데 고백 못하겠어요.,0
5395,10789,10790,좋아하는 사람이 있는데 관계에 진전이 없어.,좋아하는 사람이 있는데 진전이 없어.,0
5396,10791,10792,좋아하는 사람이 있는데 사귀는 건 싫어.,좋아하는 사람이 있는데 사귀자고 해볼까,1
5397,10793,10794,좋아하는 사람이 있는데 사연이 길어요.,사연이 길어요.,0
5398,10795,10796,좋아하는 사람이 있는데 씨씨야. 만나도 될까?,씨씨인데 만나도 될까?,0
5399,10797,10798,좋아하는 사람이 있는데 이제 못 봐.,좋아하는 사람이 있는데 이제 못 봐.,0
5400,10799,10800,좋아하는 사람이 있는데 자괴감 들어.,좋아하는 사람이 있는데 자괴감 들어.,0
5401,10801,10802,좋아하는 사람이 있는데 종교가 달라.,좋아하는 사람이 있는데 종교가 달라.,0
5402,10803,10804,좋아하는 사람이 있는데 할 말이 없어서 연락이 끊겼어.,좋아하는데 할 말이 없어서 연락이 끊겼어.,0
5403,10805,10806,좋아하는 사람이 있어.,좋아.,0
5404,10807,10808,좋아하는 사람이 자꾸 나한테 전여친 얘기해.,좋아하는 사람이 자꾸 나한테 전여친 얘기해.,0
5405,10809,10810,좋아하는 사람이 좋아하는 것들 따라하게 되는데 정상인가?,좋아하는 사람이 좋아하는 것들 따라하게 되는데 정상인가?,0
5406,10811,10812,좋아하는 사람이 카톡 차단한듯.,좋아하는 사람이 카톡 차단한듯.,0
5407,10813,10814,좋아하는 사람이 하는 행동에 하나씩 의미 부여하는게 짜증나.,좋아하는 사람이 하는 행동에 하나씩 의미 부여하는게 짜증나.,0
5408,10815,10816,좋아하는 사람이 행동하는 모든 게 좋아.,좋아하는 사람이 행동하는 모든 게 좋아.,0
5409,10817,10818,좋아하는 사람이랑 같은 반 돼라,좋아하는 사람이랑 같은 반 돼라,0
5410,10819,10820,좋아하는 사람이랑 벚꽃구경 가고 싶어.,같이 벚꽃구경 가고 싶은 사람 있어.,0
5411,10821,10822,좋아하는 사람이랑 종교가 다른데 괜찮을까?,좋아하는 사람이랑 종교가 다른데 괜찮을까?,0
5412,10823,10824,좋아하는 사람이랑 친구 가능해?,좋아하는 사람이랑 친구 가능해?,0
5413,10825,10826,좋아하는 사람한테 거절 당할까봐 두려워.,좋아하는 사람한테 거절 당하면 영영 끝일까 두려워.,0
5414,10827,10828,좋아하는 사람한테 고백 안하는 사람도 있나요?,좋아하는 사람한테 만나자고 말해도 되나.,1
5415,10829,10830,좋아하는 사람한테 관심 없는 척 하는 것도 이제 지쳐요.,좋아하는 사람한테 말 거는 방법?,1
5416,10831,10832,좋아하는 사람한테 내가 자꾸 말거는 걸 귀찮아할까?,좋아하는 사람한테 맨날 선톡하는데 부담스러워 하려나?,1
5417,10833,10834,좋아하는 사람한테 닮은 사람 봤다고 카톡 보내볼까?,좋아하는 사람한테 뭐라고 카톡 시작하지?,1
5418,10835,10836,좋아하는 사람한테 도와달라고 해볼까?,좋아하는 사람한테 선톡하려고 하는데.,1
5419,10837,10838,좋아하는 사람한테 만나자고 말해도 되나.,좋아하는 사람한테 적극적인 여자 별로야?,1
5420,10839,10840,좋아하는 사람한테 집까지 데려달라고 부탁해볼까?,좋아하는 사람한테 집까지 데려달라고 부탁해볼까?,0
5421,10841,10842,좋아하는 사람한테 티 안내는 사람 어떻게 생각해?,좋아하는 사람한테 티 안내는 사람 어떻게 생각해?,0
5422,10843,10844,좋아하는 선배가 나한테 연락했으면 좋겠어.,좋아하는 선배가 나한테 연락했으면 좋겠어.,0
5423,10845,10846,좋아하는 선배가 있는데 선톡오게 하는 방법 좀.,좋아하는 선배가 있는데 선톡오게 하는 방법 좀.,0
5424,10847,10848,좋아하는 애 상메가 무슨 뜻인지 모르겠어.,좋아하는 애 가망 없으면 포기하는게 맞을까요?,1
5425,10849,10850,좋아하는 애 친구한테 다같이 만나자고 말해도 돼?,좋아하는 애 친구한테 다같이 만나자고 말해도 돼?,0
5426,10851,10852,좋아하는 애 피하는 중임.,좋아하는 애 피하는 방법 조언 좀.,1
5427,10853,10854,좋아하는 애 피하면서도 우울해.,좋아하는 애 피하면서도 우울해.,0
5428,10855,10856,좋아하는 애가 1년만 기다려 달라는데 어쩌지.,좋아하는 애가 1년만 기다려 달라는데 어쩌지.,0
5429,10857,10858,좋아하는 애가 여친 사귈 마음이 없대.,좋아하는 애가 여친 사귈 마음이 없대.,0
5430,10859,10860,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,0
5431,10861,10862,좋아하는 애가 자자고 해서 자버렸어. 어떡해?,좋아하는 애가 자자고 해서 자버렸어. 어떡해?,0
5432,10863,10864,좋아하는 애가 좀 노는 애인데 좋아해도 돼?,좋아하는 애가 좀 노는 애인데 좋아해도 돼?,0
5433,10865,10866,좋아하는 애랑 같은 반 됐어,좋아하는 애랑 같은 반 됐어,0
5434,10867,10868,좋아하는 애랑 같이 있으면 나만 이래?,좋아하는 애랑 같이 있으면 나만 이래?,0
5435,10869,10870,좋아하는 애랑 관련된 흑역사가 많은데.,좋아하는 애랑 관련된 흑역사가 많은데.,0
5436,10871,10872,좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,0
5437,10873,10874,좋아하는 애랑 연락 중인데 어떤 얘기를 이끌어가야할지 모르겠어.,좋아하는 애랑 무슨 얘기할까?,0
5438,10875,10876,좋아하는 애랑 영화 볼건데 액션은 좀 그렇겠지?,좋아하는 애랑 영화 볼건데 액션은 좀 그렇겠지?,0
5439,10877,10878,좋아하는 애랑 있으면 왜 쳐다보지를 못하겠지.,좋아하는 애랑 있으면 왜 쳐다보지를 못하겠지.,0
5440,10879,10880,좋아하는 애랑 전화하면,좋아하는 애랑 전화하면,0
5441,10881,10882,좋아하는 애랑 카톡하면,좋아하는 애랑 카톡하면,0
5442,10883,10884,좋아하는 애를 내가 너무 우상화하는 것 같아.,좋아하는 애를 내가 너무 우상화하는 것 같아.,0
5443,10885,10886,좋아하는 애한테 간접적으로 고백했는데 알아 차렸을까?,좋아하는 애한테 간접적으로 고백했는데 알아 차렸을까?,0
5444,10887,10888,좋아하는 애한테 말도 못 해보고 졸업했어요.,좋아하는 애한테 말도 못 해보고 졸업했어요.,0
5445,10889,10890,좋아하는 애한테 페메 해볼까?,좋아하는 애한테 페메 해볼까?,0
5446,10891,10892,좋아하는 여선배가 있는데 말할 수도 없고 어떡함.,좋아하는 애한테 선펨했는데 답장을 안해.,1
5447,10893,10894,좋아하는 여자 때문에 너무 심각해요.,좋아하는 애한테 영화보자 하면 효과적일까?,1
5448,10895,10896,좋아하는 여자 마음을 알다가도 모르겠어.,좋아하는 애한테 찌르기 눌러 버림.,1
5449,10897,10898,좋아하는 여자 생겼는데 호감 표시하려면 어떻게 해야 해?,좋아하는 애한테 페메 해볼까.,1
5450,10899,10900,좋아하는 여자 생겼으면 좋겠다.,좋아하는 애한테 하고 싶은 말이 뭐야?,1
5451,10901,10902,좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음. 쪽팔려.,좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음.,0
5452,10903,10904,좋아하는 여자가 너무 철벽이야.,여자가 너무 철벽이야.,0
5453,10905,10906,좋아하는 여자가 다른 남자랑 친해지는게 짜증남.,좋아하는 여자가 다른 남자랑 친해지는게 짜증남.,0
5454,10907,10908,좋아하는 여자가 최근들어 연락이 늦는데 나한테 마음이 없는거겠지.,좋아하는 여자가 최근들어 연락이 늦는데 나한테 마음이 없는거겠지.,0
5455,10909,10910,좋아하는 여자가 톡을 씹어.,좋아하는 여자가 톡을 씹어.,0
5456,10911,10912,좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,0
5457,10913,10914,좋아하는 여자랑 친해지는 방법 좀 알려줘.,좋아하는 여자랑 친해지는 방법 좀 알려줘.,0
5458,10915,10916,좋아하는 여자애 꿈을 꿨는데 눈을 못 마주치겠음.,좋아하는 여자애 꿈을 꿨는데 눈을 못 마주치겠음.,0
5459,10917,10918,좋아하는 여자애 생각하느라 성적이 떨어짐.,좋아하는 여자애 생각하느라 성적이 떨어짐.,0
5460,10919,10920,좋아하는 여자애 생겼는데 떨려 죽겠음.,좋아하는 여자애 생겼는데 떨려 죽겠음.,0
5461,10921,10922,좋아하는 여자애 앞에서 표정 관리가 안됩니다.,좋아하는 여자애 앞에서 표정 관리가 안됩니다.,0
5462,10923,10924,좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.,좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.,0
5463,10925,10926,좋아하는 여자애가 남친 사귈 마음이 없다는데 진짜일까?,좋아하는 여자애가 남친 사귈 마음이 없다는데 진짜일까?,0
5464,10927,10928,좋아하는 여자애가 우리 형을 좋아한다고 들음. 나 어떡하냐.,좋아하는 여자애가 우리 형을 좋아한다고 들음. 나 어떡하냐.,0
5465,10929,10930,좋아하는 여자애가 유학을 가는데 어떤 선물을 해주는게 추억에 남을까요?,좋아하는 여자애가 유학을 가는데 어떤 선물을 해주는게 추억에 남을까요?,0
5466,10931,10932,좋아하는 여자애랑 다른 반이 됐는데 어떡해.,좋아하는 여자애랑 같은 반이 됐어.,0
5467,10933,10934,좋아하는 여자애한테 무슨 선물을 줄까?,좋아하는 여자애한테 무슨 선물을 줄까?,0
5468,10935,10936,좋아하는 여자애한테 밥 먹자고 했는데 바쁘다고만 해.,좋아하는 여자애한테 밥 먹자고 했는데 바쁘다고만 해.,0
5469,10937,10938,좋아하는 여자애한테 손편지 줘도 돼?,좋아하는 여자애한테 손편지 줘도 돼?,0
5470,10939,10940,좋아하는 여자애한테 어떻게 관심 표현하는지 조언 좀.,좋아하는 여자애한테 어떻게 관심 표현하는지 조언 좀.,0
5471,10941,10942,좋아하는 여자애한테 어떻게 하면 좋은 인상을 남길 수 있을까?,좋아하는 여자애한테 어떻게 하면 좋은 인상을 남길 수 있을까?,0
5472,10943,10944,좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?,좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?,0
5473,10945,10946,좋아하는 여자애한테 화이트데이 때 사탕 주면 좋아할까?,좋아하는 여자애한테 화이트데이 때 사탕 주면 좋아할까?,0
5474,10947,10948,좋아하는 여자에 프사가.,좋아하는 여자에 프사가.,0
5475,10949,10950,좋아하는 여자에게 어떻게 연락할까?,좋아하는 여자에게 어떻게 연락할까?,0
5476,10951,10952,좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.,좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.,0
5477,10953,10954,좋아하는 여자한테 관심 없는 척 하고 있어.,좋아하는 여자한테 관심 없는 척 하고 있어.,0
5478,10955,10956,좋아하는 여자한테 관심 없는 척 하는데 잘하고 있는지 모르겠어.,좋아하는 여자한테 관심 없는 척 하는데 잘하고 있는지 모르겠어.,0
5479,10957,10958,좋아하는 여자한테 남친이 있는데 연락하고 싶어.,좋아하는 여자한테 남친이 있는데 연락하고 싶어.,0
5480,10959,10960,좋아하는 여자한테 선물해도 괜찮을까?,좋아하는 여자한테 선물해도 괜찮을까?,0
5481,10961,10962,좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,0
5482,10963,10964,좋아하는 여자한테 표현하는게 옳은 걸까?,좋아하는 여자한테 표현하는게 옳은 걸까?,0
5483,10965,10966,좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.,좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.,0
5484,10967,10968,좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,0
